     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  
   -24.02400     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.99200     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.95900     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.92700     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.89500     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.86300     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.83000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.79800     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.76600     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.73300     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.70100     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -23.66900     0.00004     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00004
   -23.63700     0.00121     0.00005     0.00000     0.00005     0.00000     0.00000     0.00000     0.00000     0.00000     0.00131
   -23.60400     0.01897     0.00081     0.00000     0.00075     0.00000     0.00000     0.00000     0.00000     0.00000     0.02052
   -23.57200     0.14597     0.00621     0.00000     0.00575     0.00000     0.00000     0.00000     0.00000     0.00000     0.15793
   -23.54000     0.59555     0.02536     0.00000     0.02346     0.00000     0.00000     0.00000     0.00000     0.00000     0.64437
   -23.50700     1.46402     0.06248     0.00000     0.05795     0.00000     0.00000     0.00000     0.00000     0.00000     1.58445
   -23.47500     2.62850     0.11278     0.00000     0.10563     0.00000     0.00000     0.00000     0.00000     0.00000     2.84691
   -23.44300     4.14939     0.17920     0.00000     0.17112     0.00000     0.00000     0.00000     0.00000     0.00000     4.49971
   -23.41000     5.92399     0.25669     0.00000     0.24993     0.00000     0.00000     0.00000     0.00000     0.00000     6.43061
   -23.37800     7.33106     0.31827     0.00000     0.31400     0.00000     0.00000     0.00000     0.00000     0.00000     7.96333
   -23.34600     8.29172     0.36258     0.00000     0.36104     0.00000     0.00000     0.00000     0.00000     0.00000     9.01535
   -23.31400     9.47377     0.42147     0.00000     0.42294     0.00000     0.00000     0.00000     0.00000     0.00000    10.31817
   -23.28100    11.02975     0.50088     0.00000     0.50453     0.00000     0.00000     0.00000     0.00000     0.00000    12.03516
   -23.24900    12.32815     0.56793     0.00000     0.57190     0.00000     0.00000     0.00000     0.00000     0.00000    13.46799
   -23.21700    12.95623     0.60067     0.00000     0.60416     0.00000     0.00000     0.00000     0.00000     0.00000    14.16107
   -23.18400    13.12413     0.60949     0.00000     0.61271     0.00000     0.00000     0.00000     0.00000     0.00000    14.34633
   -23.15200    13.14745     0.61072     0.00000     0.61390     0.00000     0.00000     0.00000     0.00000     0.00000    14.37206
   -23.12000    13.14904     0.61080     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37382
   -23.08800    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -23.05500    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -23.02300    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.99100    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.95800    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.92600    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.89400    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.86200    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.82900    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.79700    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.76500    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.73200    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.70000    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.66800    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.63600    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.60300    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.57100    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.53900    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.50600    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.47400    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.44200    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.41000    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.37700    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.34500    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.31300    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.28000    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.24800    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.21600    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.18400    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.15100    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.11900    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.08700    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.05400    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -22.02200    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.99000    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.95800    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.92500    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.89300    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.86100    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.82800    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.79600    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.76400    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.73200    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.69900    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.66700    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.63500    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.60200    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.57000    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.53800    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.50500    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.47300    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.44100    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.40900    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.37600    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.34400    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.31200    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.27900    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.24700    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.21500    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.18300    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.15000    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.11800    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.08600    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.05300    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -21.02100    13.14909     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37387
   -20.98900    13.14910     0.61081     0.00000     0.61398     0.00000     0.00000     0.00000     0.00000     0.00000    14.37389
   -20.95700    13.14964     0.61082     0.00000     0.61399     0.00000     0.00000     0.00000     0.00000     0.00000    14.37445
   -20.92400    13.15857     0.61111     0.00000     0.61425     0.00000     0.00000     0.00000     0.00000     0.00000    14.38393
   -20.89200    13.23205     0.61346     0.00000     0.61638     0.00000     0.00000     0.00000     0.00000     0.00000    14.46188
   -20.86000    13.54525     0.62341     0.00000     0.62554     0.00000     0.00000     0.00000     0.00000     0.00000    14.79420
   -20.82700    14.30658     0.64710     0.00000     0.64839     0.00000     0.00000     0.00000     0.00000     0.00000    15.60207
   -20.79500    15.51924     0.68348     0.00000     0.68627     0.00000     0.00000     0.00000     0.00000     0.00000    16.88899
   -20.76300    16.97126     0.72585     0.00000     0.73341     0.00000     0.00000     0.00000     0.00000     0.00000    18.43052
   -20.73100    18.39599     0.76875     0.00000     0.78068     0.00000     0.00000     0.00000     0.00000     0.00000    19.94542
   -20.69800    19.64923     0.81027     0.00000     0.82345     0.00000     0.00000     0.00000     0.00000     0.00000    21.28295
   -20.66600    20.69213     0.84798     0.00000     0.86074     0.00000     0.00000     0.00000     0.00000     0.00000    22.40085
   -20.63400    21.44018     0.87650     0.00000     0.88906     0.00000     0.00000     0.00000     0.00000     0.00000    23.20574
   -20.60100    22.00279     0.89967     0.00000     0.91307     0.00000     0.00000     0.00000     0.00000     0.00000    23.81552
   -20.56900    22.67360     0.92903     0.00000     0.94483     0.00000     0.00000     0.00000     0.00000     0.00000    24.54746
   -20.53700    23.47143     0.96413     0.00000     0.98393     0.00000     0.00000     0.00000     0.00000     0.00000    25.41948
   -20.50500    24.20497     0.99560     0.00000     1.02095     0.00000     0.00000     0.00000     0.00000     0.00000    26.22153
   -20.47200    24.77257     1.01898     0.00000     1.05050     0.00000     0.00000     0.00000     0.00000     0.00000    26.84205
   -20.44000    25.11942     1.03286     0.00000     1.06888     0.00000     0.00000     0.00000     0.00000     0.00000    27.22116
   -20.40800    25.25425     1.03819     0.00000     1.07607     0.00000     0.00000     0.00000     0.00000     0.00000    27.36852
   -20.37500    25.28247     1.03931     0.00000     1.07758     0.00000     0.00000     0.00000     0.00000     0.00000    27.39935
   -20.34300    25.28544     1.03942     0.00000     1.07773     0.00000     0.00000     0.00000     0.00000     0.00000    27.40259
   -20.31100    25.28749     1.03953     0.00000     1.07783     0.00000     0.00000     0.00000     0.00000     0.00000    27.40485
   -20.27900    25.31224     1.04089     0.00000     1.07902     0.00000     0.00000     0.00000     0.00000     0.00000    27.43215
   -20.24600    25.46503     1.04927     0.00000     1.08635     0.00000     0.00000     0.00000     0.00000     0.00000    27.60065
   -20.21400    25.93289     1.07493     0.00000     1.10880     0.00000     0.00000     0.00000     0.00000     0.00000    28.11662
   -20.18200    26.67580     1.11570     0.00000     1.14445     0.00000     0.00000     0.00000     0.00000     0.00000    28.93595
   -20.14900    27.30440     1.15020     0.00000     1.17462     0.00000     0.00000     0.00000     0.00000     0.00000    29.62922
   -20.11700    27.58481     1.16560     0.00000     1.18808     0.00000     0.00000     0.00000     0.00000     0.00000    29.93848
   -20.08500    27.64816     1.16907     0.00000     1.19112     0.00000     0.00000     0.00000     0.00000     0.00000    30.00835
   -20.05300    27.65509     1.16946     0.00000     1.19145     0.00000     0.00000     0.00000     0.00000     0.00000    30.01599
   -20.02000    27.65544     1.16948     0.00000     1.19146     0.00000     0.00000     0.00000     0.00000     0.00000    30.01638
   -19.98800    27.65545     1.16948     0.00000     1.19147     0.00000     0.00000     0.00000     0.00000     0.00000    30.01639
   -19.95600    27.65545     1.16948     0.00000     1.19147     0.00000     0.00000     0.00000     0.00000     0.00000    30.01639
   -19.92300    27.65545     1.16948     0.00000     1.19147     0.00000     0.00000     0.00000     0.00000     0.00000    30.01639
   -19.89100    27.65545     1.16948     0.00000     1.19147     0.00000     0.00000     0.00000     0.00000     0.00000    30.01639
   -19.85900    27.65545     1.16948     0.00000     1.19147     0.00000     0.00000     0.00000     0.00000     0.00000    30.01639
   -19.82700    27.65545     1.16948     0.00000     1.19147     0.00000     0.00000     0.00000     0.00000     0.00000    30.01639
   -19.79400    27.65545     1.16948     0.00000     1.19147     0.00000     0.00000     0.00000     0.00000     0.00000    30.01639
   -19.76200    27.65545     1.16948     0.00000     1.19147     0.00000     0.00000     0.00000     0.00000     0.00000    30.01639
   -19.73000    27.65548     1.16948     0.00000     1.19147     0.00000     0.00000     0.00000     0.00000     0.00000    30.01642
   -19.69700    27.65613     1.16952     0.00000     1.19152     0.00000     0.00000     0.00000     0.00000     0.00000    30.01718
   -19.66500    27.66427     1.17008     0.00000     1.19218     0.00000     0.00000     0.00000     0.00000     0.00000    30.02653
   -19.63300    27.71683     1.17367     0.00000     1.19649     0.00000     0.00000     0.00000     0.00000     0.00000    30.08699
   -19.60000    27.90923     1.18678     0.00000     1.21242     0.00000     0.00000     0.00000     0.00000     0.00000    30.30843
   -19.56800    28.34655     1.21642     0.00000     1.24913     0.00000     0.00000     0.00000     0.00000     0.00000    30.81210
   -19.53600    29.02282     1.26153     0.00000     1.30716     0.00000     0.00000     0.00000     0.00000     0.00000    31.59151
   -19.50400    29.79869     1.31159     0.00000     1.37580     0.00000     0.00000     0.00000     0.00000     0.00000    32.48609
   -19.47100    30.48873     1.35462     0.00000     1.43840     0.00000     0.00000     0.00000     0.00000     0.00000    33.28174
   -19.43900    31.02080     1.39030     0.00000     1.48416     0.00000     0.00000     0.00000     0.00000     0.00000    33.89526
   -19.40700    31.65394     1.44319     0.00000     1.52779     0.00000     0.00000     0.00000     0.00000     0.00000    34.62493
   -19.37400    32.80871     1.54350     0.00000     1.60094     0.00000     0.00000     0.00000     0.00000     0.00000    35.95315
   -19.34200    34.48755     1.68281     0.00000     1.70942     0.00000     0.00000     0.00000     0.00000     0.00000    37.87978
   -19.31000    36.16752     1.81636     0.00000     1.81985     0.00000     0.00000     0.00000     0.00000     0.00000    39.80373
   -19.27800    37.31867     1.90608     0.00000     1.89545     0.00000     0.00000     0.00000     0.00000     0.00000    41.12019
   -19.24500    37.83672     1.94644     0.00000     1.92912     0.00000     0.00000     0.00000     0.00000     0.00000    41.71228
   -19.21300    38.00196     1.95972     0.00000     1.94023     0.00000     0.00000     0.00000     0.00000     0.00000    41.90191
   -19.18100    38.20355     1.97752     0.00000     1.95676     0.00000     0.00000     0.00000     0.00000     0.00000    42.13783
   -19.14800    38.82859     2.03234     0.00000     2.01053     0.00000     0.00000     0.00000     0.00000     0.00000    42.87146
   -19.11600    40.00638     2.13384     0.00000     2.11447     0.00000     0.00000     0.00000     0.00000     0.00000    44.25470
   -19.08400    41.28612     2.24264     0.00000     2.22996     0.00000     0.00000     0.00000     0.00000     0.00000    45.75871
   -19.05200    42.11391     2.31308     0.00000     2.30579     0.00000     0.00000     0.00000     0.00000     0.00000    46.73278
   -19.01900    42.48363     2.34742     0.00000     2.33935     0.00000     0.00000     0.00000     0.00000     0.00000    47.17040
   -18.98700    42.73747     2.37752     0.00000     2.36147     0.00000     0.00000     0.00000     0.00000     0.00000    47.47646
   -18.95500    43.11044     2.42460     0.00000     2.39488     0.00000     0.00000     0.00000     0.00000     0.00000    47.92992
   -18.92200    43.63172     2.48902     0.00000     2.44401     0.00000     0.00000     0.00000     0.00000     0.00000    48.56475
   -18.89000    44.18653     2.55605     0.00000     2.49863     0.00000     0.00000     0.00000     0.00000     0.00000    49.24121
   -18.85800    44.66159     2.61206     0.00000     2.54812     0.00000     0.00000     0.00000     0.00000     0.00000    49.82177
   -18.82600    45.12090     2.66428     0.00000     2.60040     0.00000     0.00000     0.00000     0.00000     0.00000    50.38559
   -18.79300    45.67437     2.72588     0.00000     2.66706     0.00000     0.00000     0.00000     0.00000     0.00000    51.06730
   -18.76100    46.27562     2.79175     0.00000     2.74213     0.00000     0.00000     0.00000     0.00000     0.00000    51.80950
   -18.72900    46.84178     2.85110     0.00000     2.81629     0.00000     0.00000     0.00000     0.00000     0.00000    52.50916
   -18.69600    47.44616     2.91078     0.00000     2.89675     0.00000     0.00000     0.00000     0.00000     0.00000    53.25370
   -18.66400    48.24484     2.98908     0.00000     2.99710     0.00000     0.00000     0.00000     0.00000     0.00000    54.23102
   -18.63200    49.14680     3.07912     0.00000     3.10355     0.00000     0.00000     0.00000     0.00000     0.00000    55.32946
   -18.60000    49.80465     3.14570     0.00000     3.17829     0.00000     0.00000     0.00000     0.00000     0.00000    56.12864
   -18.56700    50.07938     3.17374     0.00000     3.20889     0.00000     0.00000     0.00000     0.00000     0.00000    56.46201
   -18.53500    50.14022     3.17999     0.00000     3.21559     0.00000     0.00000     0.00000     0.00000     0.00000    56.53580
   -18.50300    50.14696     3.18068     0.00000     3.21633     0.00000     0.00000     0.00000     0.00000     0.00000    56.54397
   -18.47000    50.14732     3.18072     0.00000     3.21637     0.00000     0.00000     0.00000     0.00000     0.00000    56.54441
   -18.43800    50.14733     3.18072     0.00000     3.21637     0.00000     0.00000     0.00000     0.00000     0.00000    56.54442
   -18.40600    50.14733     3.18072     0.00000     3.21637     0.00000     0.00000     0.00000     0.00000     0.00000    56.54442
   -18.37400    50.14733     3.18072     0.00000     3.21637     0.00000     0.00000     0.00000     0.00000     0.00000    56.54442
   -18.34100    50.14756     3.18076     0.00000     3.21639     0.00000     0.00000     0.00000     0.00000     0.00000    56.54472
   -18.30900    50.15165     3.18146     0.00000     3.21679     0.00000     0.00000     0.00000     0.00000     0.00000    56.54990
   -18.27700    50.18638     3.18739     0.00000     3.22010     0.00000     0.00000     0.00000     0.00000     0.00000    56.59388
   -18.24400    50.33335     3.21250     0.00000     3.23416     0.00000     0.00000     0.00000     0.00000     0.00000    56.78001
   -18.21200    50.66255     3.26869     0.00000     3.26578     0.00000     0.00000     0.00000     0.00000     0.00000    57.19702
   -18.18000    51.08448     3.34040     0.00000     3.30685     0.00000     0.00000     0.00000     0.00000     0.00000    57.73173
   -18.14800    51.43379     3.39904     0.00000     3.34206     0.00000     0.00000     0.00000     0.00000     0.00000    58.17489
   -18.11500    51.67098     3.43804     0.00000     3.36742     0.00000     0.00000     0.00000     0.00000     0.00000    58.47644
   -18.08300    51.84735     3.46696     0.00000     3.38690     0.00000     0.00000     0.00000     0.00000     0.00000    58.70120
   -18.05100    52.00654     3.49384     0.00000     3.40407     0.00000     0.00000     0.00000     0.00000     0.00000    58.90445
   -18.01800    52.17761     3.52327     0.00000     3.42225     0.00000     0.00000     0.00000     0.00000     0.00000    59.12313
   -17.98600    52.38681     3.55768     0.00000     3.44629     0.00000     0.00000     0.00000     0.00000     0.00000    59.39078
   -17.95400    52.67124     3.59974     0.00000     3.48376     0.00000     0.00000     0.00000     0.00000     0.00000    59.75474
   -17.92100    53.03633     3.64957     0.00000     3.53609     0.00000     0.00000     0.00000     0.00000     0.00000    60.22200
   -17.88900    53.41436     3.70022     0.00000     3.59177     0.00000     0.00000     0.00000     0.00000     0.00000    60.70635
   -17.85700    53.75631     3.74718     0.00000     3.64234     0.00000     0.00000     0.00000     0.00000     0.00000    61.14583
   -17.82500    54.06780     3.79072     0.00000     3.68862     0.00000     0.00000     0.00000     0.00000     0.00000    61.54714
   -17.79200    54.37449     3.83226     0.00000     3.73323     0.00000     0.00000     0.00000     0.00000     0.00000    61.93998
   -17.76000    54.81353     3.88795     0.00000     3.79302     0.00000     0.00000     0.00000     0.00000     0.00000    62.49450
   -17.72800    55.54399     3.97767     0.00000     3.88857     0.00000     0.00000     0.00000     0.00000     0.00000    63.41022
   -17.69500    56.50067     4.09361     0.00000     4.01235     0.00000     0.00000     0.00000     0.00000     0.00000    64.60663
   -17.66300    57.47380     4.21087     0.00000     4.13961     0.00000     0.00000     0.00000     0.00000     0.00000    65.82428
   -17.63100    58.31678     4.31264     0.00000     4.25298     0.00000     0.00000     0.00000     0.00000     0.00000    66.88239
   -17.59900    59.01110     4.39667     0.00000     4.34957     0.00000     0.00000     0.00000     0.00000     0.00000    67.75734
   -17.56600    59.63725     4.47137     0.00000     4.43735     0.00000     0.00000     0.00000     0.00000     0.00000    68.54597
   -17.53400    60.28612     4.54577     0.00000     4.52392     0.00000     0.00000     0.00000     0.00000     0.00000    69.35581
   -17.50200    61.03973     4.62967     0.00000     4.61890     0.00000     0.00000     0.00000     0.00000     0.00000    70.28829
   -17.46900    61.90536     4.72689     0.00000     4.72785     0.00000     0.00000     0.00000     0.00000     0.00000    71.36010
   -17.43700    62.74893     4.82426     0.00000     4.83700     0.00000     0.00000     0.00000     0.00000     0.00000    72.41019
   -17.40500    63.45707     4.90834     0.00000     4.93045     0.00000     0.00000     0.00000     0.00000     0.00000    73.29586
   -17.37300    64.07594     4.98235     0.00000     5.01330     0.00000     0.00000     0.00000     0.00000     0.00000    74.07158
   -17.34000    64.71427     5.05832     0.00000     5.10130     0.00000     0.00000     0.00000     0.00000     0.00000    74.87389
   -17.30800    65.39069     5.14169     0.00000     5.19682     0.00000     0.00000     0.00000     0.00000     0.00000    75.72920
   -17.27600    66.04045     5.22878     0.00000     5.28844     0.00000     0.00000     0.00000     0.00000     0.00000    76.55767
   -17.24300    66.61562     5.31415     0.00000     5.36789     0.00000     0.00000     0.00000     0.00000     0.00000    77.29767
   -17.21100    67.11041     5.39478     0.00000     5.43505     0.00000     0.00000     0.00000     0.00000     0.00000    77.94024
   -17.17900    67.50214     5.46345     0.00000     5.48810     0.00000     0.00000     0.00000     0.00000     0.00000    78.45369
   -17.14700    67.75936     5.51132     0.00000     5.52308     0.00000     0.00000     0.00000     0.00000     0.00000    78.79376
